Feature,4_IBA_23,4_IBA_25,4_IBA_32,4_IBA_35,4_IBA_37,4_IBA_38,4_IBA_39,4_IBA_40,5_MAR_41,5_MAR_42,5_MAR_43,5_MAR_44,5_MAR_45,5_MAR_46,5_MAR_47,5_MAR_48,2_OCT_10,2_OCT_11,2_OCT_12,2_OCT_13,2_OCT_14,2_OCT_15,2_OCT_16,2_OCT_17,2_OCT_18,1_SEPT_1,1_SEPT_2,1_SEPT_3,1_SEPT_4,1_SEPT_5,1_SEPT_6,1_SEPT_7,1_SEPT_8,1_SEPT_9,3_TOR_19,3_TOR_20,3_TOR_21,3_TOR_22,3_TOR_24,3_TOR_26,3_TOR_27,3_TOR_28,3_TOR_29,3_TOR_30,3_TOR_31,3_TOR_33,3_TOR_34,3_TOR_36
N-(2-Cyanoethyl)-L-glutamine,1079906.096,1317521.97,1235171.722,846075.3751,1676209.314,746114.9369,863582.7479,909058.9313,1531818.7,499129.1986,669046.4804,716448.5736,494889.5519,584545.6461,515555.3557,806183.1315,1616496.445,1219534.127,1257013.158,1403917.142,1259995.639,1202708.899,1211271.304,877752.6585,589084.3847,895411.191,759381.7571,873231.3889,1666521.497,651714.2031,495369.848,363972.6682,1383425.702,952657.477,1540406.121,1411172.631,1092612.689,1026736.345,882260.3011,1131008.063,763980.4873,988228.8948,630341.7036,732039.0356,939821.3604,806757.7273,768465.9277,1009679.272
"N-(3,4-Dimethoxybenzyl)-2-[(3R,4S)-3-{[5-(phenoxymethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]acetamide",140495.9513,303773.131,1020813.988,432395.2843,440153.6548,65462.21246,600475.9688,200025.784,179892.8449,33505.42557,578273.9473,282867.7688,53243.78547,365509.0913,90216.40221,155347.9746,435349.3338,948837.1836,1235704.455,560900.7124,195655.2233,558471.2912,247445.8938,219245.3909,1740497.237,32756.57281,112370.8034,723105.9808,791239.6072,119095.2072,49708.98795,108661.278,277850.8266,61892.21237,517612.766,311477.5674,739566.5561,555229.5349,723040.5332,260128.7657,201340.3816,297663.0477,777873.7654,134103.2765,366792.9442,287455.5506,464122.2934,90629.48759
N-(3-carboxypropanoyl)-N-hydroxycadaverine,1468751.502,883162.1067,1000295.911,716962.8453,942329.2986,521592.9896,256183.4047,1315132.85,1297012.913,597602.6389,607689.1734,562571.058,1296675.632,789194.8506,420546.2525,1132063.381,1043694.233,846209.2219,797757.073,1685465.123,863341.1278,1144596.433,865765.2538,405621.4533,219678.4012,1435184.554,235940.6014,1004625.004,2173926.959,983239.8884,330619.3257,254046.044,1392512.823,1097847.019,1144984.283,977061.4534,1143005.492,669116.0865,312454.5751,991956.5009,411911.5822,470689.6499,414398.1835,602214.3051,560245.2164,789984.6892,369097.1538,648781.983
N-(4-Amino-1-carboxybutyl)glutamic acid,324110.4875,2378431.138,3248249.932,796009.0178,1166562.463,330962.9558,616305.2603,1048895.338,572153.8969,1246387.726,372630.4833,309500.9687,651246.2703,848178.0028,187179.0338,2551751.439,182849.4001,568470.4322,403971.3551,304403.3003,750626.7464,247646.0881,1495615.598,1150588.928,1304860.877,255774.1489,298010.9706,186533.922,172691.8062,113183.9737,157815.0789,387383.7613,193333.1755,201148.8467,1252405.725,2124817.286,1599339.256,3900439.354,2517073.431,575602.7574,1060314.191,468644.4028,2440392.34,528241.207,1769210.365,812508.1385,1515652.664,678405.5541
N-(Carboxymethyl)norleucine,1614179.059,1228706.756,5028706.438,11921184.87,6372738.922,4398843.258,4510686.626,1440732.766,1634687.05,595051.403,1735742.454,988743.0153,3893165.617,1201685.103,686356.3663,2923526.612,1161442.868,2245813.929,5965031.137,2260364.942,5049402.84,3172365.479,2986475.332,4074511.999,4934060.461,1171140.716,301163.886,489190.1972,749823.4911,359158.3179,923292.3715,594143.9554,399900.903,666799.5749,19233438.6,4799573.552,1131953.355,8539043.857,2170455.455,2716810.503,20385713.64,8049830.536,8194087.119,6146396.887,2604942.093,14856814.32,6764559.193,3676124.581
N-(tert-Butoxycarbonyl)-L-leucine,1873118940,1143636749,3691235362,4242202265,1516514352,1433872990,942518563.4,1626598701,3026899943,4172028833,4607656492,4621010688,3813875012,3762433436,3733013232,3932723883,916696860.8,900354885.4,820285165.4,1566578014,525970864.6,902655900.8,1042903029,2071108489,1210099811,2738849973,2900699464,2181550817,3707745763,4402513667,1652287010,3659927083,3757187994,2241361642,567739042.5,743777267.6,1050192578,650814409.9,972846081.7,693664003.4,986478880.9,562587252.7,1152959524,1167357109,1278365755,655670389.9,944381479.2,577119689.5
"N-[2-(1,5-dimethyl-4-nitro-1H-pyrazol-3-yl)vinyl]-N,N-dimethylamine",1630274.328,3951038.664,1961140.474,3034808.789,1590513.645,3582056.818,3249229.038,521419.5967,4149272.159,4939816.628,4446381.734,4766112.98,1123527.232,2117606.018,6698520.304,304121.8222,4400361.091,7328564.426,10158381.91,4922854.036,3386835.996,7948600.521,7463456.171,84754.98375,3945424.82,4210009.325,1968783.457,4794436.723,5971446.867,4081553.513,4823640.54,4593537.94,4599335.937,6350451.023,10162138.95,7075223.698,4766933.979,7090321.474,7724111.517,4534431.702,4536092.187,5770377.412,6190342.572,3116363.605,4276313.158,4314467.092,3331808.678,3463325.158
N-{3-[(4-Acetamidobutyl)amino]propyl}acetamide,485233.254,234173.7787,651445.5197,876625.6974,764212.9228,641908.6666,1211220.053,495486.1951,910220.0729,66549.25367,319812.9739,387794.7276,71472.01467,86127.1771,45726.28981,991626.4258,553254.0925,407385.4643,188078.317,280986.8386,143445.1195,192843.9378,697600.4126,70062.10554,949580.2993,85498.73196,62168.06665,121080.0461,163893.2185,125607.5679,152371.6814,65726.02774,163835.8959,266198.68,3504938.296,1408559.24,489626.6341,422997.7272,1520495.23,2236597.695,147962.8425,676653.4078,900625.8479,1256224.55,1152429.053,1451839.526,730987.5696,7800051.92
N2-Acetyl-L-ornithine,2589961.816,3209471.578,1532668.862,865045.9246,976863.993,1251284.356,1184837.007,3569066.481,1048873.784,5174636.31,1482776.283,1958130.686,682170.0772,3626293.514,2900788.679,213351.106,2769446.986,2070549.009,1973811.771,2985375.523,2898383.543,3519418.385,4853945.217,922342.1197,554721.144,4336602.761,5164234.089,1362054.164,4008393.234,2830246.921,2497675.952,2356581.254,2880424.217,4043623.083,2781984.535,2453858.194,1823836.844,3081718.152,2362226.41,3633184.958,5228838.597,1146083.492,1453740.102,748911.405,1204587.493,4281853.727,1970316.272,2022859.148
N6-(5-Oxo-D-isoleucyl)-L-lysine,5144260.78,4853770.447,4309362.126,124746.1394,16005444.4,150888.2231,51868767.72,1944880.503,253998.1176,340861.1384,150555.0819,225869.0655,172351.7865,156964.6301,273583.3501,192357.4669,411372.8725,36528615.49,29398900.12,49700152.45,11543966.62,43929689.79,14123872.25,15267962.6,1556637.28,246297.0662,170151.9374,1028477.183,10090632.62,605374.2911,2544204.449,1884712.952,2905165.355,1481373.348,7767267.596,1136414.404,171179.5076,35835587.36,39473165,19886234.45,1045947.998,3761922.427,44831339.94,166118.5307,138876.6856,13774982.64,182851315.7,290510.9005
"N1-[3-(1H-Imidazol-1-yl)propyl]-2,6-dimethoxy-3-nitrobenzamide",5356567.214,2668046.274,3494916.921,4616627.107,4748091.131,1950640.839,5406268.678,3651132.378,1579289.646,1755314.243,2636993.579,1699242.068,5439014.005,2699510.64,1910179.029,3651451.838,6709068.117,7033820.234,6619683.593,2767019.942,4975506.82,5466878.439,4763788.87,3421511.469,5464046.19,1824525.404,1474090.639,2544076.4,2474860.512,1373226.895,2202624.651,1699068.1,3097054.29,2483810.708,6448082.156,6449819.81,8034629.334,6751311.834,8421425.788,7792560.773,2054828.08,4358937.572,4253610.378,2909652.843,2974716.739,4997604.87,6386481.928,5661270.961
"N2-neopentyl-5-methyl-1,3,4-thiadiazol-2-amine",5921645.739,23567838.62,15053540.02,18654940.48,19167196.99,30280033.32,42428627.02,34331687.52,25456182.69,26052335.04,46173175.89,40099249.47,21345593.18,49532294.85,19413026.96,20465182.29,9783585.85,46180808.13,43453774.55,24711535.91,12738916.86,36792047.83,32278444.85,42064196.89,49390041.03,35420334.74,55416581.1,33060283.57,78034344.96,65747816.7,14677959.51,24027771.1,54110136.49,22298841.91,37785737.6,34441717.57,35374189.1,22912096.27,11313890.96,21748830.47,26519358.36,30501385.77,33774899.09,17365941.48,24168034.68,32236975.23,39056418.89,21994566.26
"N6,N6,N6-Trimethyl-L-lysine",118500573.5,177575011.9,204116563.8,144916185.4,185119450.8,214707243.4,273051008.9,418185980.6,144626484.8,55369616.75,64393432.52,78960376.16,184769122.5,161736490.7,145267863.6,152490849.2,232824279,514433973.5,269497233.8,312761656.1,336256758.6,201487584.7,317398362.4,432597363.7,201489550.8,72130159.79,178135136.4,100664519.7,189371652.4,89459713.79,167396193.6,103699516.8,154054015,125768245.1,284255754.8,430227277.4,395946993.3,275906672.3,472493829,249476021.8,329383301,154164060.4,313602582.7,228113711.1,268947042.9,257302051.4,300567497.9,233415444.6
N6-acetyl-N6-hydroxy-L-lysine,2134658.819,2735111.866,3535827.427,2177483.047,3289684.491,1780958.712,3394937.844,1861821.534,2395738.839,1577297.801,1973103.545,1899972.487,1238996.02,1760752.843,2095849.85,1385943.971,1829564.146,3588277.198,2645685.672,1485732.841,2935376.239,1333254.86,3124239.334,1939981.753,3671226.053,3176469.103,3183856.264,2739577.692,2895851.111,2889757.608,2382634.336,1722029.625,2016712.332,3240515.375,2378496.503,2871922.373,4555219.665,3587756.565,3807275.225,2221896.621,5058142.888,5334799.553,5516873.015,1064526.32,2759034.649,2038717.071,3113641.408,2604365.472
N6-Me-Adenosine,3509099.159,518512.1858,9417567.471,721991.7795,3451639.73,2023098.657,3724548.945,10029077.9,4492413.596,2246201.489,2935414.2,1907106.982,1288276.624,3346371.579,2997466.014,5295811.051,3082025.346,2763849.368,1248686.973,1298372.284,2040413.249,1873193.082,1270655.898,2142824.127,95751.53455,368969.8736,2608534.161,2752896.146,3556998.668,3062549.259,1962829.501,1891303.133,1484197.232,3997330.453,2728307.074,1039451.276,994160.1645,1467743.197,95185.96521,4874724.429,1074934.748,2793453.933,793213.4896,309973.4598,2011625.137,102710.0314,82954.46457,8159466.751
N8-Acetylspermidine,18975020.15,11417303.03,8668757.125,21047356.45,18132836.5,23725755.95,21758838.02,9310931.39,8361271.87,7095130.341,5100429.63,10448385.84,5906443.334,7187247.575,6240814.909,34906988.3,11945989.15,10316195.82,9237555.94,7729369.403,8015318.805,7573643.271,15805670.2,4041726.498,8939751.496,6168717.133,6757282.838,6453090.842,9375662.292,3451276.438,6697134.369,3213812.567,8927919.139,6879897.777,46355117.95,15391242.98,10637061.39,5971644.895,20969888.03,18643467.81,10557034.54,14952173.19,9600473.703,15273542.49,14051486.8,12870199.41,7623286.036,31834609.57
N-Acetyl-1-aspartylglutamic acid,9440415.832,8542627.95,6684014.932,9996776.277,4708820.179,3618533.051,2650048.981,8100664.492,6557948.312,8530908.753,7558982.009,5776610.749,7473576.732,6316945.86,8431772.835,8698701.915,22749871.01,18804518.93,11531207.36,8173830.167,19928162.43,9456762.553,12811965.8,12539184.45,8689580.201,6802047.794,11847756.96,6240401.846,17074217.53,8894483.13,13557885.6,8025990.731,7404164.887,13857302.87,18116617.29,21503378.27,13087820.48,10268080.3,19877028.83,11660135.88,10117830.06,7931153.541,8221221.969,4753103.254,9632449.993,8255363.518,5506186.268,9971475.229
N-ACETYL-DL-LEUCINE,64911.69539,162065.4112,66162.17036,50695.69056,159560.8009,117577.8741,73688.90206,1245098.731,331122.1128,1433646.872,54499.35644,414900.0139,282861.0529,431771.9946,1944479.824,737713.2115,44999.0405,70648.711,65045.53962,52287.06247,55188.19341,173679.3724,88586.22166,96739.93769,51649.12195,61828.11182,45975.59693,52925.51372,49325.43797,69596.25704,52808.43056,57502.08415,54368.95341,206469.4916,76118.16193,63865.62971,57809.37444,61702.83385,278372.2497,76162.35474,179531.2836,182227.9107,52148.09185,110810.0506,63611.37373,94846.78251,57215.42137,132773.995
N-Acetylhistamine,128648.193,39231.54207,174413.0371,389042.1084,167514.516,865690.5444,1120196.483,122068.6903,855287.616,419827.5093,708016.4739,586925.7337,209222.3191,287270.789,271799.606,180537.4419,135411.8429,216583.5381,374869.9869,279725.278,377884.8147,199902.7921,322127.1028,164951.2412,307440.9526,372686.5179,155388.8554,303112.4646,192997.6292,1476232.843,257309.8172,207214.4113,150136.9875,209978.406,282222.6811,534274.4129,992417.956,482986.5899,999188.8135,20786.51455,865133.2679,602758.816,277204.1277,774688.3278,538263.5251,1396427.149,336876.5475,1455192.711
N-acetyl-L-2-aminoadipic acid,877268.7073,1020806.39,822469.0465,717511.0117,736592.5189,825137.9897,884549.1736,714827.8691,1503601.42,833027.809,897138.7504,2580522.271,588998.6186,821350.9223,875241.3998,910471.168,905915.5698,1069046.659,1015895.468,680830.3422,1173069.762,788974.3437,1137518.874,646658.8267,623000.8608,878449.0107,963558.7881,1178811.236,1001743.95,897273.5201,688547.5562,718138.9273,609360.7996,842430.5071,1069345.865,1097886.266,1181685.141,1027752.155,1356709.7,941240.8981,1087272.033,918292.6066,559076.7066,621342.0505,938133.4139,960787.5144,999291.645,1360972.176
N-Acetyl-L-carnosine,13300769.5,67140696.48,38213628.87,16638746.16,56491921.67,65883362.46,64186797.1,32571602.58,20029217.98,80814753.49,28598760.36,43545527.01,64397220.61,36239434.38,51426770.52,16648460.75,97283350.3,52546684.96,47563165.74,26658132.27,82116829.6,23207445.07,59603405.89,89112583.79,18821352.47,9479614.895,6988658.609,27744820.89,14233025.27,9288163.363,31728764.44,20682777.95,9687791.533,28542418.6,83884507.49,69368247.76,19615096.37,62733445.09,64929710.47,47260536.12,87660702.4,22844965.91,74738989.11,92774391.09,32602370.82,67799956.95,89996454.77,100196775.9
N-Acetyl-L-histidine,12393694.25,33222372.67,23008398.64,20896151.55,25845411.63,28074191.82,21831562.33,20666442.07,28531472.3,37105625.41,22303255.59,34943472.82,26957004.39,35380343.35,62994238.13,24730762.44,21864814.82,21471558.06,18960184.48,11620932.16,28499576.02,8658234.857,24788337.59,28774887.25,10758158.85,10995158.73,8258078.56,19471073.57,12320503.18,18467323.94,24430976.06,18132141.08,9012234.927,18203702.67,26050696.45,25851732.44,15882005.41,22408932.96,24959807.02,19558901.92,25591142.71,15127878.69,19468705.08,31212781.22,28609824.55,28836705.11,22060063.87,29433677.85
N-Acetylornithine,1844518.328,2313154.786,1414840.262,2696394.948,2022094.301,1665311.344,1459937.146,2197133.702,2838066.256,4597656.351,3801367.055,4649377.663,1454427.161,3131185.271,4643366.863,4105564.918,2608409.723,2090262.92,1966880.729,1803007.984,1601290.154,3550804.64,1781752.502,1379631.899,1620044.958,1707180.574,3015820.543,2120520.638,3057686.641,5924550.519,2166841.046,2215304.648,3105795.426,3470478.166,1437910.053,1885849.6,3474513.146,3235171.011,936535.9816,1389488.311,2918001.605,4491980.194,1131090.022,1588994.197,993412.0063,3586574.914,1329239.633,1272652.117
N-glycoloyl-beta-D-glucosamine,498680.4985,1246637.731,1757067.844,1320935.588,1532790.233,1457987.37,844932.5906,884394.7226,1919824.076,605944.6093,558292.6172,1018606.516,872703.0116,773047.5944,888910.428,1120473.806,1210872.114,1535457.781,1238399.44,1107390.703,1029590.894,604040.019,1630316.179,905870.9672,1329123.378,601771.3059,758564.905,374150.6525,391718.1059,309082.584,564977.6295,622864.6048,865332.463,368526.7312,1626523.521,1703850.42,1652019.472,1477560.748,1934675.24,1475809.119,1604665.729,737686.596,1430113.87,1095516.714,1160521.045,1462874.12,1491337.181,2022228.704
Nicotinamide,10322718884,11813244064,8126945056,10605950454,9616411847,9418451232,12261352825,9289228457,8631590550,10106846480,9374472585,7112714087,9463533304,9019332000,7719072626,11069055125,11718022194,12209977182,12631672600,10958849378,10881026106,12106543342,11514891232,9688706928,11296853008,11642581870,14234774150,11365560634,11185843327,11831640011,11000626243,11281973338,14492618975,13662087340,13524608840,12163484739,12241471453,12683441726,13313950273,13469960456,9264483218,14095703742,10336094610,10743155736,10936228118,12034485990,12095464309,9070695128
Nicotinamide 1-oxide,110496940.1,164117842.9,14278450.98,82277240.6,19488948.72,264584584.3,266958897.6,39085291.95,8489850.995,5044087.071,10027018.83,5906634.052,35315609.92,6709786.196,31125304.19,9615166,37107279.64,47946006.65,132461645.6,41502409.76,137720986.9,124274580.8,80944781.29,83304911.47,113510198.8,63556181.75,89107126.05,34804607.56,65600508.55,10858386,48640684.59,98726145.8,76999919.74,177403381.7,143435487.2,101995258.5,179391511.1,200279729,375094378.8,162507837.2,209859572.8,346873620,256722130.8,189671414.2,85742045.83,199826474,155965694.7,103312667
Nicotinamide adenine dinucleotide (NAD+),21257487.51,33275098.88,90334125.22,41617305.25,25073131.02,97482059.86,5402547.271,50603679.97,62907844.51,51439212.39,67132600.92,117762908,87380949.32,96895626.99,148696638.8,25012132.97,47061525.9,38413381.75,14724025.05,25103685.58,40840334.9,50174709.38,45356711.38,84184316.14,4723878.057,30874825.85,16742750.51,32298112.28,58011678.78,14649848.33,31854910.62,62764712.58,12906677.55,57725465.64,37010994.58,22917606.39,8362055.088,13617078.12,20617174.48,15797928.23,43944503.46,871414.3533,18371738.53,29299176.14,21367169.19,74641084.95,20233631.22,27765280.32
N-isopropyl-N'-(2-oxoazepan-3-yl)urea,796305.5746,1007830.111,2177517.463,286471.3101,1978802.486,357293.9685,6918865.452,546749.3947,946277.1049,499571.494,320127.667,372895.2126,493398.641,446337.532,615002.864,298277.4719,424007.431,14907214.6,6950315.299,12586867.8,5629718.058,8147278.772,8825285.533,4145359.558,1273078.642,646698.4825,382755.7833,337966.6324,6249048.488,958088.8374,3316655.446,2355058.233,1638802.629,1301169.941,1653582.013,395688.8356,221040.1795,8285392.647,6657903.094,3825042.344,1141388.382,3700129.033,4721373.253,430932.4617,382533.1596,2518184.361,18375750.62,425874.2296
Nitrosoheptamethyleneimine,19655674.11,6765797.878,27889974.67,13046254.23,8661511.118,9294021.973,6723735.249,13402722.86,6256113.676,3710765.255,3487349.631,1030585.804,5011342.288,3437061.353,4276115.563,4783422.477,7913113.77,7671201.776,5728989.706,6356354.716,7921556.907,23636082.03,4172421.98,14259977.52,6153232.32,6653047.346,2458529.307,3415507.752,13311318.4,2436610.857,4068383.954,2567753.478,2300330.396,6860097.912,6822974.719,10851858.83,50333807.45,11236626.29,9172425.597,5380299.064,8160653.086,8318030.321,25773120.7,7251023.434,5268272.844,18991306.22,9191147.119,7358715.83
N-Methyl-L-asparagine,18918088.07,16467712.39,16784981.15,25224497.78,31223111.67,20529018.58,24849430.69,19037753.89,24436409.29,17661691.34,23183910.13,31559491.62,20522733.41,13966690.09,13554942.61,16716972.66,15211696.01,21287165.97,22981602.49,23386609.94,28385467.66,21915365.09,19651473.52,22378030.68,20577626.65,11602430.84,14113648.69,40749706.09,18825132.11,19098050.54,13153413.37,12476077.23,16269540.92,17003933.71,21055034.73,19004347.45,12021196.08,23339610.33,13923776.23,18866917.96,32897101.28,16058470.56,26926699.2,13873197.79,15340841.58,22346615.02,22341518.7,12020639.72
N-Methyl-L-serine,9084072.774,30649666.93,18253455.23,4044737.088,10229256.89,73213980.76,27816949.65,774981.8739,1694693.438,2055097.133,2927766.395,1972485.784,7359861.985,377410.3631,3020918.303,15228620.84,13736646.08,6850002.294,14052164.43,12935125.39,16940134.49,26339892.01,5709855.43,4651229.396,19699626.38,2009149.117,1017680.16,1720644.578,1085456.017,968917.4789,199445.637,502598.9304,358245.0778,770595.9832,10882654.99,14911391.3,32345709.22,18108458.96,42079276.86,13504851.41,29116113.56,26672110.24,38047750.35,16557618.71,19400098.52,35653055.19,10025570.83,37169215.4
N-NITROSOMETHYLVINYLAMINE,4666983.025,1882070.331,4571697.112,4410236.649,2817939.907,945770.7182,1324372.89,4440205.802,7093734.049,7872181.661,5969658.142,10097621.95,4071209.881,5213032.558,5527150.35,5305170.76,3603965.037,4460564.353,1741654.544,3805391.777,1078882.448,683716.896,1858313.863,5902048.494,994318.442,4480950.767,11907490.84,9313096.532,5656904.989,6899402.22,6698159.075,6840041.183,5502732.857,9436271.969,1345411.21,715655.1985,1211348.443,886226.2846,551305.4945,1724136.826,810454.3731,618394.3275,513280.9301,1471456.352,1918466.489,1541790.43,3291450.818,595418.9136
N-Nitrosoproline,499138.2452,1408680.63,867807.2653,1141025.999,191349.2993,1154463.807,306034.2498,490480.2003,235750.5801,301977.7844,733476.9514,243549.5633,263811.9284,85078.69793,599243.2373,349166.4192,403466.4223,1819171.765,2584075.892,1885710.118,754392.3062,2675650.987,1247186.674,673679.9424,691651.9057,262607.1684,304052.1088,1010002.146,738152.4094,375942.5331,1043066.124,805764.3564,764443.0083,662250.2287,1159891.435,747261.3545,1208478.801,2067846.493,1186384.791,1689181.226,225345.1854,929556.7397,1572499.713,437027.0773,780581.89,499855.079,481549.353,382558.4475
"N-Succinyl-L,L-2,6-diaminopimelate",11568058.8,7031057.965,8176224.81,9563033.381,7722053.657,4781222.603,6704499.17,6423695.096,4208123.425,5866033.871,6670417.812,8019686.927,6496925.938,5596508.748,9696932.64,5709647.329,2561948.391,3246590.825,3104931.014,3163852.567,3076236.587,2497330.766,1871530.698,4423204.728,2628566.158,3555739.892,5233135.537,3526093.388,5749871.644,2797953.844,4280785.959,4079300.616,3229563.59,4498690.247,3996643.196,3076693.814,2576162.311,2919479.398,1940193.418,3007166.971,2153082.717,1931651.916,2149444.107,1425384.321,2528450.678,3093435.106,3058044.831,1920924.212
N-tert-Butyloxycarbonyl-deacetyl-leupeptin,772777697.6,982995989.6,654610948.8,664089915,766674183,973555557.3,1007617045,584060617,374809923.7,287470791.7,199881005.9,198443012.7,744446813.4,264164009.1,261823843.2,1065784246,915872492.6,637965937.8,619861600.3,654826189,823628453.8,496103237.9,798143277.6,671824001.5,484751513.9,482194891.6,429133642.6,475535213.6,553412204.5,278450717.2,527955627.3,435285511.3,411200602.2,576126412.5,1218132381,1022630292,1114877731,558074604.2,1820916857,985950252.8,811097954.3,699990463.5,795847516.7,893608689.3,1250472486,439825779.7,875119047.2,967090604.5
N-L-Acetyl-arginine,3733030.049,3107387.671,6041677.027,4148797.479,5793527.217,3285332.397,3248841.805,3408238.698,1349731.538,1757782.31,676605.8887,708684.0521,2664103.345,800930.9507,853124.3605,809612.8467,3210091.676,1645422.663,5018867.727,4404615.674,3892741.995,3409137.862,2643333.323,4977069.797,1251780.577,867543.3717,1087221.826,1441995.721,1284385.499,752912.3085,2153486.934,690895.7295,731642.795,1188642.744,414560.3587,3504514.327,2908228.513,6495048.466,8955792.977,7663455.772,2736071.118,3217503.001,10545725.93,5182649.32,3800688.416,6841952.865,4143904.782,3057631.049
O-heptanoylcarnitine,9244462.065,3088475.593,21696173.15,32260113.19,10425108.16,3670039.918,3752702.892,2183825.921,18554283.74,52456885.39,21997354.04,29494624.23,8949044.982,28509247.55,27068670.66,13810546.7,3714014.886,3419190.938,2965474.147,3587035.384,2522924.235,3108772.157,4000024.486,4597862.636,2019904.934,21358605.8,20390956.83,20061631.22,23279253.87,27850736.57,11984976.23,27889457.44,5932067.199,24855468.61,1424373.978,3087169.611,2697337.638,3174354.419,2468104.889,2919538.912,2230047.905,2414027.631,4535682.797,4966811.709,3098545.348,4265354.885,3206397.123,4594698.031
ophthalmic acid,19522092.58,14812818.88,40270338.99,16159479.38,16345018.04,9004068.166,17015708.64,27309532.19,3798702.963,7738860.051,2817662.493,11241117.88,7013085.999,2508795.482,10228091.37,11416076.17,20171210.07,13622810.12,15829070.58,11308315.83,7252557.605,20904873.37,22796488.39,7874203.225,20441107.33,3554455.837,6206743.825,5489475.73,10185929.89,1469545.21,3914665.282,2282460.007,3329466.181,4182568.936,9905339.832,8738647.514,13252989.41,17486942.16,14890683.04,7772580.055,13814011.37,18663890.35,26123937.53,5322886.38,13750832.58,12668178.47,14616494.3,14968405.5
O-succinylcarnitine,94629963.1,122036418.9,88352457.23,80552329.69,87749778.41,167306706,283287752.3,63497921.58,46250372.39,82693509.22,113467155.4,130455818.2,67565908.62,57278784.31,63969233.86,65301689.34,34290178.78,47664932.64,75458178.62,61953170.64,33134080.3,56254543.83,80279534.46,60465776.01,42208262.73,102641694.6,107410806.8,98625815.93,109883350,89021328.51,51828527.76,73559265.49,69341770.96,60379111.14,126504616.3,109578358.1,104877537.4,112707435.8,115040718.8,188258703.8,64498228.51,111299975.3,92894745.44,192319913.9,162007756.4,327494787.3,343900095.5,60390429.32
Palmitelaidic acid methyl ester,3313037.636,15560125.08,13002611.95,10456400.54,7729521.527,8017141.06,2511904.489,5526149.319,2108399.025,2430953.645,4042940.836,3380317.26,2717049.119,2232715.254,1833447.92,1880112.853,2876823.995,15899536.88,15943414.12,14107552.44,3329041.541,15896427.54,10335732.55,8102106.628,2545469.318,13565086.07,15463613.4,14661965.78,2525217.702,13589339.01,15627889.78,15380505.39,8251146.435,8276475.778,1233382.687,8991613.83,1927849.306,8509703.479,13676550.97,18135349.71,7611493.415,1492513.575,2442819.54,14935618.58,17746384.95,17778871.07,3056307.124,16162834.1
Palmitoylcarnitine,6597189.143,24940534.29,6732382.136,4183928.014,3264918.673,14246217.61,10085708.19,5261385.311,4144153.062,4373078.417,13430980.43,5037505.092,3565545.279,4132368.152,7028723.621,2971538.113,7117183.749,9510288.996,33368485.03,25446926.3,13685613.4,20123634.1,13371213.64,21630638.07,9349418.183,3889191.548,7055240.021,6758869.783,6786608.53,4513373.453,4219536.742,4618255.671,11281341.06,5052178.257,9009618.275,13279280.48,8263191.171,17319498.33,7964893.449,10621802.75,7656096.385,25489569.02,10441011.46,5018824.98,13092521.1,10531255.01,5522650.871,6612304.843
Phenylalanylarginine,11876628.09,6327459.483,9404035.415,2750104.757,14624454.36,1716485.314,3318452.61,7159381.568,11897750.48,2545600.105,2785418.613,4249330.763,7461202.954,3654608.857,2804713.802,5585240.218,5080310.114,5791684.275,4604990.732,9103170.393,7291232.877,3876817.708,7172305.468,2250389.767,3211680.538,10524534.55,10580442.69,6577097.701,13899063.77,6465971.784,8736628.76,5453573.064,13866345.06,7252106.068,4834325.709,4564895.009,4977846.884,3129149.241,2699798.364,5065582.219,2867954.331,2838644.06,1437573.105,2052758.487,2925132.327,2838536.943,2550452.331,2918698.023
phosphoethanolamine,37495886.84,28810443.42,25930524.09,26940874.64,12586883.04,28412232.21,26930429.7,31014390.47,33064649.18,13788173.94,11505529.1,29480392.32,13314935.18,12395631.02,14602364.89,27274922.61,24575228.56,54144620.37,42924370.23,28620851.79,47289053.34,17716558.47,24334685.87,36031069.98,23634181.78,16779764.33,12160958.02,10262473.99,10174980.56,8504591.826,8586738.89,12933374.78,10741930.89,10764886.23,50891217.95,65115492.12,36466190.74,48879230.12,35838598.64,41930106.3,25796240.09,33213119.03,26363092.14,26313985.31,53209711.1,20710346.29,28396541.53,37132695.84
phosphopantothenic acid,5885859.099,4439581.882,7523429.211,10165186.32,4939888.299,3492755.927,8324410.351,2890780.86,1862696.898,2972623.531,4938943.831,3809086.825,1937304.613,1801352.258,1777446.671,1165226.19,8058022.82,3354029.741,2613538.564,4861543.658,1875712.516,3572027.135,5731099.753,4618135.993,11368868.72,2374519.273,3112321.728,2994522.698,3657442.814,3677641.937,2385780.608,1846965.205,3550963.205,3250927.85,9149165.801,7589232.612,8184673.243,3303258.377,7219623.21,2855668.815,3171303.674,9190758.858,5960880.648,1751826.876,4390171.664,8126487.079,7558307.838,2391596.594
