Feature,4_IBA_23,4_IBA_25,4_IBA_32,4_IBA_35,4_IBA_37,4_IBA_38,4_IBA_39,4_IBA_40,5_MAR_41,5_MAR_42,5_MAR_43,5_MAR_44,5_MAR_45,5_MAR_46,5_MAR_47,5_MAR_48,2_OCT_10,2_OCT_11,2_OCT_12,2_OCT_13,2_OCT_14,2_OCT_15,2_OCT_16,2_OCT_17,2_OCT_18,1_SEPT_1,1_SEPT_2,1_SEPT_3,1_SEPT_4,1_SEPT_5,1_SEPT_6,1_SEPT_7,1_SEPT_8,1_SEPT_9,3_TOR_19,3_TOR_20,3_TOR_21,3_TOR_22,3_TOR_24,3_TOR_26,3_TOR_27,3_TOR_28,3_TOR_29,3_TOR_30,3_TOR_31,3_TOR_33,3_TOR_34,3_TOR_36
2-Amino-2-ethylbutanoic acid,1478253.385,2534210.677,1304602.785,4323992.289,982436.3454,5531734.601,4053198.014,1933566.027,4489420.241,4351716.823,3117810.338,4178316.79,1828888.369,3208492.259,4354900.926,1490679.097,1590477.958,3791328.512,1424936.333,267173.5092,1460831.258,2554179.28,1380820.287,2633356.2,1049892.502,2076146.144,1566111.355,1964947.097,3668649.557,2606935.504,4119942.567,1847502.907,1083155.379,2778856.494,2987687.663,1312230.909,3092355.923,2739087.38,1486861.016,1560099.828,3401462.233,4873818.684,1786672.066,7335593.798,2043615.854,3576124.716,1436433.235,1289966.596
2-Amino-4-methylpyrimidine,98667709.28,129130194.3,156584457.5,275614133.7,401574525.6,168906877,136393819.1,154241508.1,142741627.9,126292018.8,207150331.3,132201107.3,241452573.5,237983289.3,168189871.6,107035533,159918210.6,103050132,58247498.34,91890138,55157892.35,64199444.74,70098352.91,116211347,143160543.5,88038697.05,178312133.6,198197643.3,165848712.7,101894816,67822011.02,97906336.88,125657151,118218935.1,104752336.6,56109099.74,129411966.3,46415848.8,76117305.21,116492958.3,48152622.16,44236752.94,137160901.5,109619492.8,44325338.06,90575778.27,159603327.4,25548617.7
2-Aminonicotinic acid,3825726.635,8436437.847,2587406.887,12465907.74,3598350.272,6623444.544,7519848.068,4605923.903,4672256.539,2646122.506,3925794.742,8621920.372,3775349.148,7418067.437,6798868.247,5445110.795,1763054.895,115048741.5,3313718.237,3823639.076,4377190.387,5126971.339,2614528.284,3966759.188,4621142.409,20782972.5,7148308.618,19147085.37,23037991.76,3613347.14,8500296.556,2995086.547,7480943.929,3126012.114,4210921.541,4672012.281,11980071.2,14604188.24,3192982.879,4174255.339,3838576.049,2095268.726,1570284.284,1940883.066,2733914.128,2262226.249,2663956.698,2568583.132
2'-Deoxycytidine,1179846.547,3904393.435,2316053.207,1781472.662,2480370.732,2018244.805,2849342.152,505632.7686,1525276.77,2077204.76,1180357.851,2519782.699,3229084.67,1818633.905,1538934.025,1234830.729,1993749.605,1918712.95,2221310.386,748737.3645,5106330.172,798009.3954,2296835.456,957564.6689,950055.2999,616497.4909,223314.3601,1100326.425,919467.5079,836941.2906,1145561.29,487948.2399,290220.1117,799352.4401,2106833.437,2524291.381,893276.1191,2332563.631,1617470.262,1123991.043,3072208.147,1280109.695,1461653.501,2764462.81,1503110.483,2173665.041,1794522.076,3089287.651
2-Hexenoylcarnitine,9415326.163,3908713.339,10249581.48,16213280.54,12349023.82,3272015.078,9155198.714,2803864.901,17018419.82,30188299.94,11588700.26,17640145.8,11281568.19,28062373.63,11749027.92,14111286.21,7269900.759,6067434.929,6623319.349,7036100.15,6207700.714,4361944.084,8507269.316,3903796.696,11464911.6,14421607.83,16235737.1,12485033.64,13531052.45,21899303.12,9424288.223,14917775.48,12798373.67,15293683.06,2188591.834,5791775.589,6120997.506,1925493.211,3614893.022,7421127.909,708033.9012,2180818.516,7657488.767,2398854.2,8653767.521,4161957.201,5518919.408,7763319.417
2-Hydroxy-N-(2-hydroxyethyl)propionamide,1651866.694,2692366.478,1844673.234,1659464.277,2301830.096,4021971.999,2908302.307,4681933.691,2558068.254,3902343.508,2333058.852,3409624.742,1590362.002,2393701.527,4312419.519,3810619.453,2201665.621,2620485.667,2022204.517,1461064.015,2625886.909,2656243.665,2130604.292,1448155.283,2163245.49,1435885.417,1488474.8,1322423.417,1289131.262,1755329.492,1267097.899,2023629.597,1878469.558,1981344.954,2262237.789,2683763.842,1604861.635,1989317.727,2649804.899,3646559.429,3540024.344,2670450.549,1692634.051,2627294.973,1959461.121,2484652.785,2357313.546,2766071.234
2-methylbutyrylcarnitine,98798295.45,12715747.57,205225326.8,184874692,142191685.5,12322075.02,13598424.33,54042911.44,207728582.6,453543875.5,198905695.2,381452189.2,103294242.3,262563491.9,202645624.1,189598605.6,23981302.08,13536470.29,9927734.891,19636654.33,12552718.06,12509163.79,22677055.16,24170073.48,12427327.79,258761721.8,302779801.2,219299206.7,234570734.8,328682434.7,220844959.4,238132011.4,159369580.3,280471245.9,7296713.611,11095602.66,15174553.65,9310247.252,14026858.97,11406955.64,9508608.721,7655156.512,13414613.31,21708595.7,9195723.908,17929358.69,13149740.4,36841424.17
2-O-(beta-D-glucosyl)-sn-glycerol 3-phosphate,1154068.627,1422838.718,2786082.296,1851663.259,1358679.431,386262.1212,493380.4075,1807879.933,3076643.851,1770004.885,1571836.951,2495785.759,1480886.983,1221837.163,1335727.024,1677498.236,647407.3921,865112.4647,543444.1777,574855.8047,569248.4309,446890.2523,685412.9084,1104697.331,1001859.453,851293.6292,837235.8033,979457.4731,1680833.54,1442854.426,741669.0097,825257.0345,714119.0737,852974.6295,556902.8134,702492.6418,1163721.846,476029.0305,584978.4769,493956.8883,354697.5705,436346.0612,879456.3882,972748.6511,448531.6445,461358.373,1131180.507,2720978.596
2-Oxindole,1601697.092,5280708.877,2988832.201,3503227.175,1520243.717,4696546.872,3351407.741,1231603.395,4945158.256,640747.36,2977753.201,1233818.045,1341565.72,1335628.134,869146.5008,2870346.69,1230485.209,3091967.377,6313511.254,4677729.663,5988883.813,4236426.492,3560245.982,2617293.458,2407996.873,2413215.904,6339637.283,6861582.623,4061256.583,1367733.901,3729512.504,2918200.522,11083326.53,6069154.601,5381102.366,12468400.64,7392249.386,8981391.501,8125818.035,5143851.005,7633312.022,7089399.215,4551141.132,2800521.529,3798540.705,2393151.487,4164657.361,6013027.374
2-Oxobutyric acid,6733391.001,1745185.764,9711407.214,16422485.34,6317462.765,2588057.91,2255156.908,4658635.94,9697446.89,9017675.112,7981451.009,12010533.35,11863212.95,16767939.91,10541672.38,10587255.28,1906384.184,1836062.488,1195898.223,2409415.679,1533439.575,3099645.428,2945093.518,4489643.307,1669441.189,9353005.935,7741569.832,8547536.178,10253495.27,11134735.66,4867151.179,10257366,7192163.693,11598655.65,1731833.93,2115700.684,744603.134,1932291.99,981546.4502,2184790.769,4235018.138,2315423.918,2456774.2,1329780.391,8720600.581,457224.1156,1119586.453,2550429.855
2-palmitoyl-sn-glycero-3-phosphocholine,3668480.822,3479407.78,1561595.617,1757601.736,745838.0697,713808.1034,1199276.31,803922.6877,1187759.026,657175.0927,1291391.797,588917.8854,790963.2364,354796.2512,858288.2052,652906.8327,1263512.565,436834.7366,1480130.41,927676.8349,1696908.364,801127.2731,1478500.085,2083333.052,488150.0034,227026.9315,437309.226,341232.5615,313783.5291,234282.6178,499829.3662,3710183.153,344921.2375,530486.7224,611141.1136,1554982.393,662558.715,1017466.568,2060768.809,679223.1766,773650.5502,2406290.014,857590.5297,309458.6848,1801342.874,547326.8243,309381.8239,560565.4325
2-Pyrrolidone,14753524.06,9158647.018,13227583.65,15236172.93,13379974.88,15913676.06,28132683.98,10543383.41,12650966.7,7276090.001,11682154.89,8379978.147,9550284.304,10632246.66,6649006.213,5710521.882,8551151.081,10194000.54,13961418.51,10062792.07,17107073.21,17459588.9,13652644.83,8468630.566,16315403.88,10282379.33,7814442.548,7584192.403,9423922.478,9286158.246,6279539.019,8995928.642,5914611.485,8393059.155,15400241.8,14452025.34,12094714.74,16510423.34,22709014.77,14867724.99,16532973.41,17876039.09,18855249.17,10732050.18,10006442.94,19753052.43,13985351.04,19422311.92
3-(3-pyridinyl)propanoic acid,1707684.764,782168.3397,428931.9891,1111567.233,1989486.572,1448805.688,998704.1842,248221.1707,810898.4142,376787.9172,1348899.622,1527586.072,1869861.633,917988.6342,866390.8343,507264.7741,2020178.197,708646.5487,2387667.438,2368546.25,1598330.368,2797639.916,1510906.546,2613989.843,4223867.945,1722768.633,810530.5328,1542212.225,2270358.123,793507.1131,948371.4323,1314360.911,1096507.12,2038911.886,816948.0805,803411.6336,376683.4635,1016981.316,936620.2218,776554.1835,2518611.115,583718.0186,1469274.775,1033638.044,571204.8694,1873407.63,4227592.752,1503054.995
"3, 5-Tetradecadiencarnitine",40484533.26,231034857.2,79801138.99,50096522.68,21006931.51,158648096.4,84476097.95,80564802.32,25548736.42,25508367.9,113530666.7,23253798.05,57778281.15,15934976.28,41134327.49,19341408.93,54238610.25,117000970.4,100748230.3,237712873.4,71025939.2,142967229.5,125801724.3,168986949.2,116740770.5,10736808.32,18647010.6,33879840.12,67816323.58,6047656.172,28587781.68,30662409.89,57557700.21,16995702.84,46957877.31,107064013.1,29950746.45,35552432.75,42462938.23,61089569.04,25962062.17,53356608.9,77420365.9,52208881.43,93250017.62,38008657.97,39816588.95,16254717.96
"3,4-Dehydroproline",3441280.175,4261683.494,3635929.936,4427770.222,7355695.637,4410238.334,6746710.184,2817872.718,3537085.45,3940705.27,4218239.512,4651875.453,3704690.078,4583964.292,5480717.43,3704021.632,3911029.554,4561174.974,3530660.166,5264368.638,5485808.576,5492217.336,4768098.592,5095450.05,5426975.425,5027618.911,232659.5514,4703637.392,2077693.843,4637876.043,2978312.2,3108065.38,3533567.698,4463046.01,5549559.286,3580102.409,4577621.055,3372477.604,2828710.243,3787239.707,4449917.438,2614753.13,3022693.954,3849888.046,2674820.07,5310859.711,7137841.136,3323107.219
3-[(1S)-2-Cyclohexen-1-yl]-L-alanine,2337697.691,2324197.317,993327.2311,2217085.397,1350968.186,2150388.963,1706710.166,1637326.857,1165060.313,1964913.925,1938020.015,1943451.554,1479083.63,1544247.016,1746021.435,1570779.573,1531304.383,1468344.82,1407798.508,1687079.433,1619778.792,1503492.954,1691075.446,2373074.193,1207082.997,4178313.904,1940450.002,4786768.635,4302388.501,1576442.268,1910585.499,1364500.61,1634533.342,946148.0246,1407753.495,1323091.593,1440816.58,2393761.726,1356327.8,10932052.65,1373050.299,1166711.726,1865430.738,1292114.613,3499164.156,1403648.429,1351743.829,1288252.597
"3-[(1S,4R)-4-Hydroxy-2-cyclohexen-1-yl]-L-alanine",83475.02589,1377161.057,899134.1817,668937.223,355127.8132,756980.8909,495342.969,343975.7829,30228.77588,55723.14823,74831.81186,32858.34788,630822.1295,43571.56575,51816.44947,515768.3723,354772.5389,149171.2862,252726.981,511951.9804,511729.6872,459781.7697,562157.5138,402526.2641,216894.2628,33976.17035,21845.03597,38627.86572,39276.1581,55228.86906,45484.9397,23571.15032,29697.26042,36313.78197,1530009.721,1014308.948,845450.6233,1071002.84,1255104.41,358961.2646,3761852.559,2515821.229,1134777.966,984035.2814,852774.0804,497942.1542,393582.6544,2598106.099
3-[(3-Hydroxydecanoyl)oxy]-4-(trimethylammonio)butanoate_0,52578020.03,21715768.4,74927364.49,64197672.29,56489962.39,26484647.57,75279003.68,31224093.5,37274089.12,30368014.29,110066166.7,46029822.06,26135646.59,23592607.83,47161829.38,25909223.32,21401627.73,37284960.87,34572032.49,68721699.05,23865688.01,29613890.52,60977250.79,35691405.32,41565151.69,27414350.27,23710588.91,25853664.44,52105533.08,21511205.21,51471114.63,31427469.2,49790896.72,38405090.79,22445915.94,32743718.35,45099439.58,27408857.2,34965121.41,80336320.13,31964866.57,72240539.49,66525797.03,44549515.08,97908298.57,31269271.8,43471042.48,33005542.45
3-[(3-Hydroxydecanoyl)oxy]-4-(trimethylammonio)butanoate_1,9180839.662,6383916.362,5212950.182,11876316.8,6824334.591,2004829.647,3975904.479,2823430.047,3582254.155,8081266.92,6122999.199,9284269.851,4197338.231,4883202.891,4701479.193,4186288.221,2552256.963,2477676.571,2943856.435,3578728.776,2601916.595,2469991.527,2879048.932,2328176.166,50168578.93,5604346.084,7372894.938,13684624.8,8509639.01,7996127.109,5019096.464,9000340.705,9580003.891,10520664.43,2120099.837,35551837.24,2394701.544,2130566.747,1892557.568,3360847.481,1963698.259,2946225.16,2634032.252,2643670.667,3798141.572,2591679.411,2838112.104,2088161.564
3-[(3-Hydroxyheptanoyl)oxy]-4-(trimethylammonio)butanoate_0,6413850.342,2818259.587,4758220.065,6972732.391,3522418.44,10630020.51,6862443.31,6214426.983,8072313.361,10684693.34,3940660.077,11881942.1,7108776.641,8652612.985,5588122.46,3663920.22,7832558.459,3003149.617,2339415.418,8949754.924,2696816.286,2672500.978,9637179.1,6297590.096,6676625.767,7655387.869,10687571.12,13802908.45,5527326.97,9444522.826,6347798.422,7069020.264,4447844.641,16956983.73,10789697.17,10649059.56,10531753.37,11320021.58,10141243.08,3414445.687,8485943.34,2959168.534,11245156.6,10141704.61,12290027.64,3558072.366,9371223.294,11969190.81
3-[(3-Hydroxyheptanoyl)oxy]-4-(trimethylammonio)butanoate_1,7428205.575,2625389.3,5084871.967,8271390.05,4941643.734,2753594.655,1791597.359,985659.9753,8760103.792,17489206.61,4999101.503,17719743.23,2262613.531,13966198.17,5702746.73,3551688.059,2047333.135,2729917.398,2579867.08,2486729.358,2353202.359,2525980.635,2510741.822,2039533.428,1707654.967,8755482.526,14408150.41,14846170.11,6220071.419,12804280.02,6859924.636,8496635.656,6124905.496,17791978.43,2496824.696,2695018.828,2400671.571,2743538.668,2451665.231,3000192.571,1925231.736,2686518.462,2618401.106,2592349.161,2909323.443,2994263.033,2544768.771,3106168.26
3-Amino-2-piperidinone,3343657.385,4129024.061,3425513.444,4236760.768,6331979.581,4670613.073,5759450.672,2469385.784,2962708.39,3892061.45,3904818.954,3950631.916,3616538.948,4186888.344,5671673.957,3458460.496,3424087.557,4324650.256,3449378.949,4510499.215,4752415.09,4913314.392,4046414.121,4750935.046,4733346.285,4282045.126,4518091.864,4371040.634,1584451.233,4162993.513,2917376.098,2819916.356,3191952.309,3817775.457,5085964.977,3377957.177,4090322.675,3431780.891,2618512.376,3353041.356,3858428.485,2314394.921,3085002.104,3994315.436,2804593.951,4578071.421,6355183.112,2882974.107
3-Buten-1-amine,33052787.98,16613368.56,35367570.88,20114257.19,11471114.11,20294200.1,9662744.46,39964474.76,19993867.91,18726888.91,24858730.82,22088950.27,5509085.747,16119335.81,29219358.24,6414952.116,18028534.87,33937762.49,27207872.72,42255471.7,60923067.67,26518732.3,25134385.81,24895373.07,25602090.44,26176688.51,21734377.67,47578205.45,44124075.96,11175165.06,48857687.1,29930798.28,35603112.54,37364998.95,14316934.14,25326203.48,17110607.04,34450532.64,35630772.59,26517031.82,35401180.32,10724782.6,30087055.5,22628958.47,17531493.56,41370629.95,29503231.41,28593655.43
3-Hydroxy-3-[(3-methylbutanoyl)oxy]-4-(trimethylammonio)butanoate_0,13260938.96,14930577.11,30387082.3,8884553.14,9104751.364,6108363.266,6408445.65,13257004.09,27869791.16,111106950.7,72109804.02,93342604.44,9356030.334,143885424.3,123528632.5,12564695.49,19863901.97,13505289.28,5190583.606,5285375.865,4621325.345,9158572.513,8178434.116,10328169.62,9390800.468,148604157,59116918.76,67643098.65,71002679.99,144155559,34748744.94,32226278.32,77151241.29,49341626.89,7123867.792,11194723.63,20171891.83,4381306.025,7304635.7,10971106.25,54404051.84,5977698.529,12058718.46,3449391.677,7161764.493,6767407.034,7305858.487,26754145.52
3-Hydroxy-3-[(3-methylbutanoyl)oxy]-4-(trimethylammonio)butanoate_1,29802976.13,2616090.171,51091487.53,46644774.63,35109337.44,923867.4616,608163.8382,4030166.846,31233166.66,35476330.51,16848171.18,53061297.14,7402622.848,36257221.63,24366896.29,14777329.16,2814427.591,782228.9549,659733.5294,4327576.477,610523.3458,335813.6578,559814.0089,2078221.378,740056.2264,36592332.4,57781166.71,53141744.39,29972819.35,29432275.65,25545234.74,34186600.97,15338997.87,41136791.04,446930.5832,782011.3556,309350.8077,538484.7694,418279.0412,393735.3605,484372.808,774183.2508,732508.2908,773058.722,546963.7635,431916.4206,529475.7478,702997.2574
3-Hydroxy-cis-5-tetradecenoylcarnitine,59140939.95,14137303.17,34506179,23155252.22,35363529.01,10348733.82,27073191,18713285.88,22520464.7,17192712.51,54419063.03,19838303.7,10140335.23,27010191.85,28782139.15,18876335.93,6896119.171,15205803.44,16562431.24,27794165.9,12111322.76,16607572.9,27116405.66,21340154.73,39311133.49,9293614.934,6723488.986,16629444.79,22229988.32,7437365.727,26176870.82,15635387.39,17848997.91,31906389.87,11425321.69,13375446.05,14007290.22,9685138.484,8489634.841,32294180.23,10269280.93,35265402.54,16783576.76,11322336.19,32798681.7,8129595.396,10486161.57,6133904.49
3-hydroxydodecanoylcarnitine,23066554.01,6921073.543,18645458.1,15005473.05,14682934.52,7837037.584,20906876.58,10028038.12,12721390.07,10437473.07,30423773.09,11102022.52,10274442.9,17692453.92,20518860.69,10063241.42,6573212.037,11958100.85,12592889.88,18599677.08,9240372.827,10321483.87,21912440.82,14476765.81,23151192.4,10081470.67,9676093.584,11195731.9,26998863.26,9311833.276,23706474.47,11336197.24,23897666.71,12833338.28,5327334.645,10105582.59,12061112.05,6731372.021,9956813.653,22404810.13,8649628.701,23633566.76,16639664.71,14844734.2,21834018.6,7689211.691,10447262.9,8734764.204
3-Hydroxyhexadecadienoylcarnitine,43365012.8,8092384.15,12166594.88,14381257.13,9586562.175,6831525.798,11254647.14,7315213.172,13078179.71,16752629.26,28158698.82,6455278.985,13818016.99,6792595.897,15606224.05,7739731.09,3434793.652,7356171.903,6790877.311,18693764.43,4757512.268,7332170.796,13229296.58,15782527.87,15003515.26,11420924.68,18413963.61,16155134.04,16062650.88,7320135.718,26270711.76,13681863.79,29886999.23,16253898.29,2882860.772,10832192.85,5682469.179,4906144.639,4043579.039,13801898.84,2562163.449,20043610.06,10275861.42,4653434.344,11168940.33,2537505.6,3646629.21,3871851.244
3-hydroxyhexadecanoylcarnitine,5034898.701,176759.9057,1507981.973,1254490.276,738325.6932,1740807.094,2394832.468,808589.861,546156.2261,1696105.336,3896241.516,321739.1646,1493943.153,1566345.638,1809448.055,333903.4936,1302348.76,2699751.389,2974948.539,5224895.061,1973675.98,2669428.061,5121681.816,4551322.652,1260611.242,2120407.084,6349485.351,4121809.272,8481948.288,3431958.471,5648581.06,3178479.204,17348493.37,1323941.432,734430.471,1747860.44,1725703.125,1508582.732,774565.9564,2191396.943,113991.3679,4795549.163,723962.914,629610.6085,1181179.312,1426810.838,1299361.727,576268.6649
3-hydroxyoctanoylcarnitine,8352855.294,4539418.503,3108905.14,8633224.945,2518934.447,4636489.805,2605548.852,6798967.104,8049439.934,15740501.57,5140218.428,21805263.33,2911961.146,13777209.76,8635093.565,4170347.997,2417181.64,3261026.79,3447774.744,3223226.035,2187907.176,3630888.041,2152599.489,2969426.65,1989606.584,8885291.484,11356111.83,41636638.71,9494286.136,23694364.51,4650747.609,11948369.75,8385068.453,25601107.95,2277413.833,2282695.87,2868839.533,2417653.678,2259965.133,2618987.264,5916183.013,2346463.77,2292333.782,2412780.085,2696509.612,2581264.41,1793776.297,2312342.19
3-Hydroxypyridine,22283039.18,27115449.32,20043863.62,25182591.85,23133293.5,21703879.23,27897153.5,21504047.94,21948809.24,23844709.25,21030305.42,17424582.25,20507277.17,21604154.83,8117102.227,26267381.57,29386788.84,24394179.79,23180763.7,20024316.26,9959908.73,23815220.21,25089541.97,9824073.873,27545718.46,25291996.49,35987997.31,23259036.63,22921425.78,30805301.98,22688657.27,25184062.73,31886397.78,31933430.07,28373801.67,26186608.28,23165469.05,22523229.27,28758247.25,27026179.25,22792236.88,32063214.67,20848704.91,27617789.91,24980801.86,25440503.71,30280463.89,22800898.47
